원본품목번호,원본분할,대분류,중분류,소분류,품목명,제조사,용량
15720,Training|Validation,과자,스낵,밀가루스낵,영남코프레이션 피넛크런치바 100G,영남코프레이션,100G
35736,Training|Validation,과자,과자,밀가루스낵,오뚜기)미니뿌셔바베큐맛,오뚜기,275G
35737,Training|Validation,과자,과자,밀가루스낵,오뚜기)미니뿌셔불고기맛,오뚜기,275G
30119,Training|Validation,과자,스낵,밀가루스낵,오뚜기뿌셔뿌셔불고기90G,오뚜기,90G
70126,Training|Validation,과자,스낵,밀가루스낵,오뚜기뿌셔뿌셔양념치킨맛90G,오뚜기,90G
25587,Training|Validation,과자,스낵,밀가루스낵,오리온 공룡알공룡모양스낵 152G,오리온,152G
25606,Training|Validation,과자,스낵,밀가루스낵,오리온 메리크리스마스초코송이36G 2번들,오리온,2번들
40143,Training|Validation,과자,스낵,밀가루스낵,오리온)치킨팝81G,오리온,81G
80099,Training|Validation,과자,스낵,밀가루스낵,오리온고래밥볶음46G,오리온,46G
40089,Training|Validation,과자,스낵,밀가루스낵,오리온꼬북칩80G,오리온,80G
20179,Training|Validation,과자,스낵,밀가루스낵,오리온미쯔스낵팩84G,오리온,84G
90072,Training|Validation,과자,스낵,밀가루스낵,오리온오징어땅콩98G,오리온,98G
55537,Training|Validation,과자,스낵,밀가루스낵,오리온초코파송이2개가한묶음,오리온,36G
65879,Training|Validation,과자,스낵,밀가루스낵,오설물산코리아)와플쿠키(노란바탕),오설물산코리아,75G
35812,Training|Validation,과자,스낵,밀가루스낵,오성물산)니신와퍼딸기맛,오성물산,132G
45863,Training|Validation,과자,스낵,밀가루스낵,오성물산)니신와퍼땅콩맛,오성물산,132G
35803,Training|Validation,과자,스낵,밀가루스낵,오성물산)니신와퍼초콜릿맛,오성물산,145G
55036,Training|Validation,과자,스낵,밀가루스낵,국내산21곡 크리스피롤 미니 초코 130G,온리프라이스,130G
25823,Training|Validation,과자,스낵,밀가루스낵,윈윈인터내셔날 탱고와즐핑크크런치스트로베리맛80G,윈윈인터내셔날,80G
35595,Training|Validation,과자,스낵,밀가루스낵,이마트 동물쿠키펭귄 175G,이마트,175G
15656,Training|Validation,과자,스낵,밀가루스낵,이마트 피코크 두부과자고소한맛플레인 80G,이마트,80G
15652,Training|Validation,과자,스낵,밀가루스낵,이마트 피코크 브라우니칩 80G,이마트,80G
15657,Training|Validation,과자,스낵,밀가루스낵,이마트 피코크 초코프레첼 80G,이마트,80G
15654,Training|Validation,과자,스낵,밀가루스낵,이마트 피코크 카스테라칩 50G,이마트,50G
15653,Training|Validation,과자,스낵,밀가루스낵,이마트 피코크 허니버터베이글칩 40G,이마트,40G
A40008,Training|Validation,과자,스낵,밀가루스낵,(주)이마트24달콤한딸기 웨하스미니,이마트24,165g
A40007,Training|Validation,과자,스낵,밀가루스낵,(주)이마트24달콤한바닐라 웨하스미니,이마트24,165g
35784,Training|Validation,과자,스낵,밀가루스낵,이멕스무역)이타리코코아와플밀크맛,이멕스무역,90G
30059,Training|Validation,과자,스낵,밀가루스낵,프레첼체다치즈맛85G,이지그로,85G
15783,Training|Validation,과자,스낵,밀가루스낵,일동후디스 아이밀냠냠DHA웨하스요구르트 36G,일동후디스,36G
15781,Training|Validation,과자,스낵,밀가루스낵,일동후디스 아이밀냠냠초유웨하스우유 36G,일동후디스,36G
15782,Training|Validation,과자,스낵,밀가루스낵,일동후디스 아이밀냠냠칼슘웨하스딸기 36G,일동후디스,36G
65208,Training|Validation,과자,스낵,밀가루스낵,일동후디스키요두부와프감자,일동후디스,64G
45054,Training|Validation,과자,스낵,밀가루스낵,청우초코먹은공룡,청우식품,60G
65880,Training|Validation,과자,스낵,밀가루스낵,케이비인터내셔널)와플초콜릿쿠키,케이비인터내셔널,100G
25908,Training|Validation,과자,스낵,밀가루스낵,쿠키아 두부니카퀴노아35G,쿠키아,35G
25230,Training|Validation,과자,스낵,밀가루스낵,크라운)초코먹은공룡60G,크라운,60G
20211,Training|Validation,과자,스낵,밀가루스낵,크라운)카라멜메이플콘74G,크라운,74G
45530,Training|Validation,과자,스낵,밀가루스낵,크라운)키커바,크라운,90G
10199,Training|Validation,과자,스낵,밀가루스낵,스모키베이컨칩매콤불맛70G,크라운제과,70G
40317,Training|Validation,과자,스낵,밀가루스낵,크라운 키커바,크라운제과,30G
30064,Training|Validation,과자,스낵,밀가루스낵,크라운)꽃게랑불짬뽕맛70G,크라운제과,70G
30065,Training|Validation,과자,스낵,밀가루스낵,크라운)꽃게랑와사비 70G,크라운제과,70G
70086,Training|Validation,과자,스낵,밀가루스낵,크라운)못말리는신짱120G,크라운제과,120G
90076,Training|Validation,과자,스낵,밀가루스낵,크라운)죠리퐁74G,크라운제과,74G
50199,Training|Validation,과자,스낵,밀가루스낵,크라운버터와플,크라운제과,35G
65718,Training|Validation,과자,스낵,밀가루스낵,크라운제과피코크우리밀버터와플,크라운제과,316G
30057,Training|Validation,과자,스낵,밀가루스낵,크라운쵸코하임284G,크라운제과,284G
90068,Training|Validation,과자,스낵,밀가루스낵,크라운츄러스84G,크라운제과,84G
15966,Training|Validation,과자,스낵,밀가루스낵,태광웰푸드 뽀로로츄러스초코크림17.5G*12개입,태광웰푸드,210G
15904,Training|Validation,과자,스낵,밀가루스낵,태광웰푸드 처음먹는칼슘츄러스코코아45.5G,태광웰푸드,45.5G
45681,Training|Validation,과자,스낵,밀가루스낵,토하토)포켓몬스낵초콜릿향,토하토,23G
65890,Training|Validation,과자,스낵,밀가루스낵,투데이)크리스프초코,투데이,51G
65976,Training|Validation,과자,스낵,밀가루스낵,퍼니엠)통밀당단백칩갈릭버터45G,퍼니엠,45G
65983,Training|Validation,과자,스낵,밀가루스낵,퍼니엠)통밀당단백칩스파이시45G,퍼니엠,45G
65982,Training|Validation,과자,스낵,밀가루스낵,퍼니엠)통밀당단백칩인절미45G,퍼니엠,45G
25231,Training|Validation,과자,스낵,밀가루스낵,폴란드)토피넥40G,폴란드,40G
15039,Training|Validation,과자,스낵,밀가루스낵,프라이스 한입에쏙미니바닐라웨하스 190G,프라이스,190G
15895,Training|Validation,과자,스낵,밀가루스낵,해태 맛동산375G,해태,375G
15893,Training|Validation,과자,스낵,밀가루스낵,해태 블랙맛동산아몬드&헤이즐넛300G,해태,300G
35050,Training|Validation,과자,스낵,밀가루스낵,해태 홈런볼 티라미수 146G,해태,146G
35044,Training|Validation,과자,스낵,밀가루스낵,해태 후렌치파이 딸기 256G,해태,256G
35045,Training|Validation,과자,스낵,밀가루스낵,해태 후렌치파이 사과 256G,해태,256G
15894,Training|Validation,과자,스낵,밀가루스낵,해태 흑당맛동산300G,해태,300G
20166,Training|Validation,과자,스낵,밀가루스낵,해태)구운대파70G,해태,70G
30070,Training|Validation,과자,스낵,밀가루스낵,해태)구운양파70G,해태,70G
70154,Training|Validation,과자,스낵,밀가루스낵,해태)꼬마버스타요140g,해태,140G
30086,Training|Validation,과자,스낵,밀가루스낵,해태)딸기웨하스Original50G,해태,50G
30087,Training|Validation,과자,스낵,밀가루스낵,해태)크림웨하스Original50G,해태,50G
40156,Training|Validation,과자,스낵,밀가루스낵,해태맛동산165g,해태,165G
70082,Training|Validation,과자,스낵,밀가루스낵,해태)맛동산300G,해태제과식품,300G
10209,Training|Validation,과자,스낵,밀가루스낵,해태)맛동산90G,해태제과식품,90G
40155,Training|Validation,과자,스낵,밀가루스낵,해태)빠새60G,해태제과식품,60G
55820,Training|Validation,과자,스낵,밀가루스낵,효성인터내셔날)녹차웨이퍼8개입,효성인터내셔날,80G
55788,Training|Validation,과자,스낵,밀가루스낵,효성인터내셔날)코코아웨이퍼8팩,효성인터내셔날,80G
55047,Training|Validation,과자,스낵,밀가루스낵,효성임페리얼 밀키바닐라향 웨이퍼,효성임페리얼,100G
25232,Training|Validation,과자,스낵,밀가루스낵,후디스)키요두부와플바나나64G,후디스,64G
